Time,Value
11120,268
11170,266
11220,266
11272,267
11322,267
11373,267
11423,268
11473,268
11525,264
11575,267
11626,266
11676,267
11726,268
11778,268
11828,267
11879,269
11929,268
11980,267
12030,267
12081,267
12132,266
12182,266
12233,267
12283,267
12334,267
12385,267
12435,267
12486,267
12536,267
12588,266
12638,267
12688,266
12739,269
12789,265
12840,266
12891,267
12941,266
12992,268
13042,268
13093,267
13144,268
13194,268
13245,267
13295,269
13346,269
13396,268
13448,270
13498,268
13548,267
13599,267
13649,268
13701,268
13751,265
13801,267
13852,266
13902,266
13954,269
14004,267
14055,268
14105,267
14155,269
14206,267
14257,268
14308,268
14358,268
14408,265
14459,268
14510,268
14561,266
14611,269
14661,269
14712,269
14763,269
14814,269
14864,269
14915,269
14965,268
15015,267
15067,269
15117,266
15168,267
15218,269
15268,267
15320,266
15370,269
15421,267
15471,268
15522,268
15572,268
15623,268
15674,268
15724,265
15775,267
15825,267
15876,267
15927,267
15977,266
16028,268
16078,267
16130,267
16180,268
16230,268
16281,269
16331,268
16382,268
16433,268
16483,266
16534,267
16584,264
16635,265
16686,267
16736,269
16787,266
16837,268
16888,267
16939,271
16990,269
17040,268
17090,267
17141,267
17191,266
17243,266
17293,265
17343,269
17394,267
17444,266
17496,267
17546,267
17597,268
17647,268
17697,267
17748,269
17799,268
17850,267
17900,269
17950,266
18001,267
18052,267
18103,267
18153,265
18204,266
18254,268
18305,268
18356,267
18406,266
18457,267
18507,268
18557,265
18609,269
18659,266
18710,266
18760,267
18810,267
18862,265
18912,268
18963,268
19013,267
19064,267
19115,265
19165,267
19216,268
19266,268
19317,267
19367,267
19418,270
19469,267
19519,268
19570,269
19620,268
19672,268
19722,268
19772,265
19823,268
19873,268
19924,268
19975,266
20025,268
20076,268
20126,266
20177,267
20228,267
20279,267
20329,267
20379,266
20430,266
20481,265
20532,268
20582,266
20632,269
20683,267
20733,268
20785,269
20835,269
20885,267
20936,267
20986,267
21038,267
21088,266
21139,267
21189,264
21239,267
21291,268
21341,267
21392,267
21442,269
21492,267
21543,268
21594,268
21645,267
21695,266
21746,268
21796,267
21847,268
21898,266
21948,268
21999,265
22049,267
22099,268
22151,267
22201,268
22252,268
22302,269
22353,266
22404,268
22454,266
22505,267
22555,267
22606,268
22657,267
22707,267
22758,267
22808,267
22859,265
22909,267
22960,267
23011,268
23061,267
23112,268
23162,268
23214,266
23264,267
23314,268
23365,267
23415,267
23467,269
23517,269
23567,266
23618,268
23668,269
23719,269
23770,267
23821,269
23871,270
23921,265
23972,268
24023,265
24074,266
24124,266
24174,267
24225,265
24275,266
24327,266
24377,266
24428,268
24478,269
24528,269
24580,267
24630,265
24681,267
24731,268
24781,267
24833,266
24883,267
24934,268
24984,268
25034,267
25085,265
25136,268
25187,268
25237,266
25288,270
25338,268
25389,267
25440,269
25490,268
25541,269
25591,267
25641,269
25693,268
25743,267
25794,267
25844,267
25895,269
25946,266
25996,266
26047,268
26097,265
26148,267
26199,267
26249,266
26300,268
26350,267
26401,268
26451,267
26503,268
26553,267
26603,266
26654,266
26704,267
26756,269
26806,267
26856,267
26907,267
26957,265
27009,268
27059,267
27109,265
27160,267
27210,266
27261,267
27312,265
27363,268
27413,268
27463,267
27514,267
27565,269
27616,268
27666,267
27716,268
27767,267
27817,264
27869,267
27919,267
27970,266
28020,265
28070,267
28122,265
28172,267
28223,268
28273,268
28323,267
28375,267
28425,267
28476,266
28526,266
28577,268
28627,268
28678,267
28729,266
28779,267
28830,267
28880,267
28931,269
28982,265
29032,269
29083,268
29133,265
29184,269
29235,267
29285,267
29336,268
29386,267
29437,268
29488,267
29538,267
29589,266
29639,268
29690,268
29741,268
29791,268
29842,267
29892,267
29943,267
29993,267
30045,268
30095,266
30145,266
30196,267
30246,265
30298,267
30348,267
30398,267
30449,266
30499,264
30551,268
30601,266
30652,266
30702,264
30752,266
30803,267
30854,265
30905,268
30955,266
31005,266
31056,268
31107,268
31158,265
31208,267
31259,268
31309,266
31360,268
31411,268
31461,269
31512,267
31562,266
31612,268
31664,266
31714,266
31765,267
31815,268
31866,266
31917,268
31967,266
32018,268
32068,269
32119,268
32169,268
32220,269
32271,269
32321,267
32372,269
32422,269
32474,268
32524,266
32574,267
32625,268
32675,268
32727,266
32777,269
32827,269
32878,268
32928,269
32979,267
33030,266
33080,268
33131,268
33181,267
33232,266
33283,268
33334,268
33384,269
33434,269
33485,267
33536,265
33587,266
33637,268
33687,268
33738,267
33788,268
33840,267
33890,265
33941,269
33991,269
34041,265
34093,269
34143,269
34194,266
34244,267
34294,266
34345,268
34396,267
34447,268
34497,267
34548,267
34598,267
34649,269
34700,268
34750,267
34801,267
34851,268
34902,266
34953,269
35003,267
35054,265
35104,269
35154,268
35206,264
35256,267
35307,267
35357,269
35408,268
35459,268
35509,268
35560,268
35610,267
35661,268
35712,268
35762,266
35813,268
35863,267
35914,266
35964,267
36016,267
36066,268
36116,267
36167,267
36217,267
36269,267
36319,269
36369,268
36420,267
36470,267
36521,268
36572,268
36623,266
36673,267
36723,268
36774,268
36825,268
36876,270
36926,267
36976,268
37027,268
37078,267
37129,266
37179,267
37230,266
37280,268
37330,267
37382,268
37432,268
37483,266
37533,268
37583,268
37635,266
37685,268
37736,269
37786,268
37837,267
37888,266
37938,267
37989,268
38039,268
38090,267
38140,268
38191,269
38242,266
38292,268
38343,267
38393,267
38445,268
38495,268
38545,269
38596,269
38646,268
38697,270
38748,268
38798,265
38849,268
38899,268
38950,267
39001,269
39052,266
39102,267
39152,267
39203,268
39254,265
39305,267
39355,266
39405,268
39456,268
39506,266
39558,267
39608,266
39659,267
39709,269
39759,267
39811,268
39861,270
39912,267
39962,268
40012,269
40064,267
40114,266
40165,266
40215,267
40266,267
40316,267
40367,266
40418,265
40468,268
40519,268
40569,268
40620,268
40671,268
40721,267
40772,267
40822,265
40872,267
40924,268
40974,266
41025,267
41075,268
41126,268
41177,268
41227,268
41278,267
41328,269
41379,267
41430,269
41480,270
41531,268
41581,268
41632,268
41682,268
41734,268
41784,268
41834,267
41885,270
41935,268
41987,266
42037,268
42087,267
42138,266
42188,266
42240,268
42290,266
42340,267
42391,267
42441,266
42492,267
42543,269
42594,268
42644,268
42694,266
42745,267
42796,270
42847,267
42897,268
42947,270
42998,268
43048,268
43100,268
43150,266
43201,268
43251,268
43301,266
43353,266
43403,268
43454,267
43504,267
43554,267
43606,267
43656,268
43707,268
43757,268
43808,267
43858,267
43909,267
43960,268
44010,265
44061,265
44111,267
44162,265
44213,268
44263,268
44314,269
44364,268
44414,268
44466,269
44516,268
44567,267
44617,268
44668,267
44719,266
44769,268
44820,269
44870,268
44921,268
44972,268
45022,267
45073,267
45123,267
45174,268
45224,267
45276,268
45326,266
45376,268
45427,268
45477,269
45529,266
45579,267
45629,268
45680,267
45730,267
45782,268
45832,268
45883,268
45933,268
45983,267
46034,268
46085,269
46136,268
46186,267
46236,266
46287,267
46338,265
46389,267
46439,267
46490,267
46540,268
46590,266
46642,269
46692,268
46743,267
46793,267
46843,267
46895,266
46945,268
46996,267
47046,266
47097,266
47148,268
47198,267
47249,269
47299,267
47350,267
47400,267
47451,269
47502,267
47552,268
47603,268
47653,268
47704,268
47755,268
47805,266
47856,267
47906,267
47958,269
48008,268
48058,268
48109,266
48159,268
48210,267
48261,267
48311,267
48362,267
48412,266
48463,268
48514,267
48565,268
48615,267
48665,268
48716,268
48766,267
48818,269
48868,269
48918,269
48969,267
49019,268
49071,265
49121,268
49172,268
49222,266
49272,269
49324,268
49374,267
49425,268
49475,269
49525,267
49576,268
49627,266
49678,268
49728,269
49779,267
49829,267
49880,266
49931,267
49981,267
50032,266
50082,267
50132,267
50184,270
50234,267
50285,267
50335,268
50386,267
50437,269
50487,270
50538,266
50588,269
50639,267
50690,266
50740,268
50791,268
50841,267
50892,267
50942,267
50994,268
51044,268
51094,267
51145,270
51195,267
51247,268
51297,265
51347,267
51398,268
51448,267
51500,268
51550,266
51601,267
51651,267
51701,268
51752,266
51803,268
51854,268
51904,267
51954,267
52005,267
52056,268
52107,268
52157,268
52207,267
52258,267
52308,267
52360,268
52410,266
52461,267
52511,266
52561,267
52613,267
52663,267
52714,269
52764,269
52814,267
52866,269
52916,267
52967,268
53017,269
53068,266
53118,266
53169,267
53220,268
53270,269
53321,269
53371,268
53422,267
53473,268
53523,268
53574,266
53624,266
53676,267
53726,268
53776,269
53827,267
53877,267
53928,270
53979,267
54029,267
54080,265
54130,266
54181,268
54232,267
54283,267
54333,268
54383,269
54434,265
54484,268
54536,266
54586,266
54636,269
54687,268
54737,268
54789,266
54839,268
54889,269
54940,269
54990,268
55042,268
55092,267
55143,268
55193,267
55243,266
55294,267
55345,268
55396,269
55446,268
55497,267
55547,267
55598,267
55649,268
55699,266
55750,267
55800,264
55851,266
55902,268
55952,267
56003,267
56053,265
56104,266
56155,267
56205,267
56256,269
56306,266
56357,268
56408,269
56458,267
56509,266
56559,269
56610,268
56660,266
56712,266
56762,267
56812,267
56863,267
56913,267
56965,269
57015,267
57065,269
57116,267
57166,267
57218,268
57268,268
57318,266
57369,268
57419,266
57470,268
57521,267
57572,268
57622,267
57672,268
57723,267
57774,267
57825,269
57875,269
57925,265
57976,268
58027,267
58078,269
58128,267
58179,267
58229,269
58279,267
58331,269
58381,269
58432,267
58482,265
58532,267
58584,269
58634,266
58685,269
58735,268
58786,266
58836,266
58887,268
58938,265
58988,268
59039,270
59089,268
59140,267
59191,268
59241,267
59292,269
59342,270
59394,268
59444,267
59494,267
59545,268
59595,268
59646,267
59697,269
59747,266
59798,265
59848,266
59899,267
59950,268
60001,268
60051,265
60101,269
60152,269
60203,268
60254,268
60304,268
60354,266
60405,268
60455,267
60507,268
60557,267
60608,269
60658,269
60708,268
60760,267
60810,266
60861,266
60911,268
60961,267
61012,268
61063,267
61114,264
61164,267
61215,266
61265,265
61316,266
61367,267
61417,267
61468,268
61518,266
61569,267
61620,267
61670,265
61721,264
61771,268
61822,265
61873,266
61923,267
61974,266
62024,268
62075,269
62126,265
62176,268
62227,269
62277,267
62328,267
62379,267
62430,268
62480,267
62530,267
62581,268
62631,267
62683,265
62733,266
62783,270
62834,266
62884,269
62936,268
62986,269
63037,268
63087,268
63137,266
63188,268
63239,268
63290,265
63340,267
63390,268
63441,266
63492,266
63543,268
63593,266
63644,268
63694,268
63745,266
63796,268
63846,267
63897,266
63947,268
63997,267
64049,268
64099,268
64150,267
64200,267
64251,269
64302,267
64352,268
64403,268
64453,268
64504,268
64555,267
64605,267
64656,267
64706,267
64757,265
64807,265
64859,267
64909,267
64959,266
65010,265
65060,266
65112,268
65162,267
65212,267
65263,268
65313,267
65364,267
65415,269
65465,267
65516,267
65566,268
65617,266
65668,268
65719,269
65769,266
65819,267
65870,265
65921,267
65972,268
66022,266
66072,267
66123,268
66173,266
66225,268
66275,268
66326,266
66376,268
66426,269
66478,268
66528,268
66579,267
66629,267
66679,270
66731,268
66781,268
66832,267
66882,268
66933,267
66983,268
67034,267
67085,269
67135,267
67186,267
67236,268
67287,269
67338,268
67388,269
67439,269
67489,268
67540,268
67591,267
67641,269
67692,268
67742,267
67793,268
67844,268
67894,266
67945,267
67995,269
68046,268
68097,268
68148,268
68198,268
68248,267
68299,268
68349,266
68401,269
68451,267
68501,266
68552,269
68602,268
68654,267
68704,268
68754,267
68805,269
68855,268
68907,265
68957,269
69008,269
69058,267
69108,269
69159,268
69210,267
69261,268
69311,267
69361,264
69412,267
69463,270
69514,266
69564,267
69615,267
69665,270
69715,269
69767,268
69817,267
69868,267
69918,268
69968,268
70020,265
70070,268
70121,270
70171,267
70222,267
70273,268
70323,266
70374,265
70424,267
70475,269
70525,266
70576,268
70627,269
70677,266
70728,268
70778,266
70830,269
70880,268
70930,267
70981,268
71031,268
71083,268
71133,268
71183,267
71234,268
71284,267
71335,269
71386,268
71437,269
71487,268
71537,265
71588,265
71639,268
71690,266
71740,268
71791,267
71841,266
71891,267
71943,268
71993,268
72044,268
72094,267
72144,268
72196,268
72246,266
72297,268
72347,267
72397,267
72449,268
72499,268
72550,266
72600,266
72651,269
72701,268
72752,267
72803,267
72853,266
72904,267
72954,266
73005,266
73056,269
73106,268
73157,267
73207,267
73259,266
73309,268
73359,268
73410,266
73460,267
73511,266
73562,265
73612,267
73663,267
73713,266
73764,266
73815,269
73866,264
73916,268
73966,266
74017,266
74067,268
74119,269
74169,267
74220,268
74270,267
74320,267
74372,270
74422,268
74473,267
74523,267
74573,268
74625,267
74675,268
74726,267
74776,269
74826,268
74877,267
74928,269
74979,267
75029,266
75080,267
75130,268
75181,266
75232,267
75282,268
75333,267
75383,268
75435,268
75485,268
75535,269
75586,268
75636,268
75687,267
75738,267
75788,269
75839,267
75889,268
75940,268
75991,268
76042,266
76092,268
76142,266
76193,265
76243,267
76295,267
76345,265
76395,268
76446,268
76496,268
76548,265
76598,270
76649,268
76699,267
76749,265
76801,267
76851,268
76902,264
76952,268
77002,267
77053,266
77104,267
77155,268
77205,268
77256,268
77306,269
77357,266
77408,267
77458,268
77509,268
77559,269
77609,267
77661,268
77711,269
77762,266
77812,268
77863,267
77914,266
77964,268
78015,266
78065,266
78116,266
78167,267
78217,268
78268,268
78318,268
78369,265
78419,269
78471,267
78521,266
78571,268
78622,269
78672,266
78724,269
78774,268
78824,267
78875,267
78925,269
78977,267
79027,268
79078,267
79128,269
79178,268
79229,268
79280,269
79331,267
79381,268
79431,266
79482,268
79533,268
79584,267
79634,266
79685,266
79735,268
79785,268
79837,265
79887,266
79938,268
79988,269
80038,268
80090,267
80140,267
80191,268
80241,269
80292,270
80343,268
80393,267
80444,267
80494,268
80545,270
80595,268
80646,266
80697,266
80747,268
80798,268
80848,266
80900,267
80950,267
81000,268
81051,267
81101,267
81153,267
81203,267
81253,267
81304,268
81354,266
81405,266
81456,267
81507,269
81557,268
81607,268
81658,271
81709,266
81760,268
81810,269
81860,265
81911,267
81961,267
82013,267
82063,269
82114,268
82164,268
82214,267
82266,268
82316,268
82367,268
82417,268
82467,267
82519,266
82569,267
82620,268
82670,266
82721,267
82771,266
82822,268
82873,266
82923,268
82974,266
83024,266
83075,267
83126,267
83176,266
83227,267
83277,269
83328,268
83379,269
83429,268
83480,266
83530,267
83581,268
83632,268
83682,267
83733,265
83783,265
83834,269
83885,267
83935,268
83986,267
84036,267
84087,267
84137,265
84189,266
84239,267
84289,268
84340,268
84390,267
84442,267
84492,267
84542,269
84593,269
84643,269
84695,269
84745,267
84796,269
84846,267
84896,266
84947,268
84998,266
85049,268
85099,268
85149,268
85200,268
85251,265
85302,266
85352,268
85402,268
85453,267
85504,266
85555,269
85605,269
85656,268
85706,269
85756,267
85808,267
85858,266
85909,266
85959,266
86009,267
86061,266
86111,269
86162,269
86212,269
86263,266
86313,268
86364,269
86415,267
86465,266
86516,269
86566,266
86617,267
86668,268
86718,266
86769,265
86819,268
86871,269
86921,266
86971,268
87022,267
87072,268
87123,266
87174,268
87224,268
87275,268
87325,269
87376,267
87427,268
87478,267
87528,266
87578,269
87629,267
87680,267
87731,267
87781,268
87831,269
87882,269
87932,266
87984,266
88034,269
88085,267
88135,266
88185,267
88237,268
88287,269
88338,268
88388,268
88438,267
88489,268
88540,268
88591,267
88641,267
88692,267
88742,268
88793,267
88844,267
88894,267
88945,266
88995,267
89046,268
89097,266
89147,269
89198,268
89248,267
89299,266
89350,268
89400,267
89451,267
89501,268
89552,266
89603,266
89653,268
89704,267
89754,267
89805,265
89856,267
89907,267
89957,268
90007,268
90058,269
90108,267
90160,267
90210,268
90260,267
90311,269
90361,269
90413,268
90463,266
90514,268
90564,268
90614,267
90665,268
90716,269
90767,268
90817,265
90867,269
90918,268
90969,265
91020,268
91070,268
91121,269
91171,268
91222,270
91273,268
91323,268
91374,267
91424,267
91474,266
91526,266
91576,268
91627,266
91677,268
91728,268
91779,267
91829,267
91880,265
91930,266
91981,267
92032,266
92082,267
92133,267
92183,268
92234,269
92284,265
92336,267
92386,267
92436,265
92487,267
92537,268
92589,266
92639,267
92689,268
92740,266
92790,269
92841,266
92892,268
92943,268
92993,268
93043,268
93094,268
93145,266
93196,267
93246,268
93296,265
93347,266
93398,267
93449,267
93499,268
93550,270
93600,266
93650,267
93702,268
93752,267
93803,268
93853,266
93903,270
93955,266
94005,266
94056,269
94106,267
94157,266
94208,269
94258,268
94309,268
94359,266
94410,268
94460,268
94511,268
94562,267
94612,266
94663,268
94713,268
94765,267
94815,268
94865,268
94916,265
94966,268
95017,266
95068,268
95118,266
95169,268
95219,268
95270,268
95321,267
95372,267
95422,266
95472,267
95523,267
95574,267
95625,265
95675,267
95725,268
95776,267
95826,268
95878,267
95928,265
95979,268
96029,268
96079,268
96131,266
96181,267
96232,269
96282,269
96332,267
96384,267
96434,269
96485,268
96535,268
96586,266
96636,267
96687,267
96738,268
96788,267
96839,269
96889,269
96940,266
96991,269
97041,268
97092,265
97142,267
97193,267
97244,267
97294,268
97345,268
97395,268
97446,266
97497,267
97547,267
97598,268
97648,265
97699,268
97750,268
97801,269
97851,269
97901,268
97952,267
98002,269
98054,269
98104,268
98154,267
98205,267
98255,265
98307,267
98357,268
98408,266
98458,270
98508,267
98560,268
98610,268
98661,268
98711,265
98761,268
98812,268
98863,267
98914,269
98964,267
99015,269
99065,267
99116,265
99167,266
99217,267
99268,267
99318,267
99368,268
99420,265
99470,268
99521,268
99571,270
99622,269
99673,267
99723,266
99774,267
99824,265
99875,267
99926,266
99976,268
100027,267
100077,267
100128,265
100178,267
100230,268
100280,269
100331,265
100381,266
100432,267
100483,267
100534,267
100584,265
100634,268
100685,267
100736,266
100787,270
100837,267
100888,268
100938,269
100989,267
101040,268
101091,267
101141,267
101192,267
101242,269
101294,267
101344,266
101394,266
101445,267
101495,267
101547,268
101597,268
101648,267
101698,267
101749,267
101799,267
101851,267
101901,268
101952,268
102002,267
102053,267
102104,269
102154,268
102205,266
102255,267
102306,268
102356,267
102408,267
102458,268
102509,266
102559,266
102610,268
102661,268
102712,264
102762,269
102812,268
102863,267
102914,268
102965,268
103015,269
103066,267
103116,267
103168,266
103218,268
103269,267
103319,267
103370,265
103420,265
103472,268
103522,266
103572,268
103623,267
103673,267
103725,268
103775,268
103826,268
103876,268
103927,267
103977,267
104029,268
104079,268
104130,267
104180,268
104230,267
104282,268
104332,268
104383,267
104433,268
104484,269
104535,268
104586,267
104636,268
104687,267
104737,267
104788,269
104839,269
104890,267
104940,267
104990,269
105041,268
105092,268
105143,269
105193,268
105244,265
105294,267
105346,266
105396,265
105447,267
105497,267
105548,267
105598,267
105650,268
105700,267
105750,268
105801,267
105851,267
105903,267
105953,268
106004,268
106054,268
106105,267
106156,270
106207,267
106257,268
106308,268
106358,268
106408,267
106460,269
106510,266
106561,267
106611,267
106662,269
106713,268
106764,265
106814,268
106865,269
106915,266
106967,268
107017,267
107068,269
107118,265
107168,268
107219,269
107270,267
107321,267
107371,266
107422,269
107472,268
107524,268
107574,268
107625,267
107675,267
107726,268
107777,268
107828,269
107878,268
107928,267
107979,267
108029,269
108081,268
108131,266
108182,269
108232,270
108283,266
108334,268
108385,268
108435,268
108486,267
108536,269
108587,269
108638,268
108688,268
108739,268
108789,266
108840,268
108891,268
108942,269
108992,269
109043,268
109093,268
109145,267
109195,268
109246,267
109296,268
109346,267
109398,266
109448,267
109499,267
109549,267
109600,267
109650,266
109702,267
109752,266
109803,267
109853,267
109904,266
109955,264
110006,266
110056,268
110106,268
110157,266
110208,268
110259,268
110309,267
110360,269
110410,267
110461,266
110512,267
110563,270
110613,268
110664,267
110714,266
110765,267
110816,268
110866,266
110917,268
110967,266
111019,266
111069,269
111120,268
111170,267
111221,268
111271,269
111323,267
111373,267
111424,267
111474,269
111524,267
111576,269
111626,267
111677,269
111727,266
111778,268
111828,268
111880,267
111930,267
111981,268
112031,266
112082,267
112133,268
112184,267
112234,268
112284,267
112335,267
112386,269
112437,267
112487,267
112538,265
112588,269
112640,268
112690,265
112741,268
112791,267
112842,268
112892,266
112943,266
112994,267
113044,266
113095,268
113145,269
113197,267
113247,267
113298,268
113348,267
113399,267
113449,267
113501,266
113551,266
113602,264
113652,266
113702,265
113754,268
113804,268
113855,267
113905,268
113956,268
114007,268
114058,264
114108,268
114159,266
114209,268
114260,267
114311,268
114362,268
114412,265
114462,268
114513,268
114564,267
114615,267
114665,268
114716,268
114766,268
114818,270
114868,268
114919,269
114969,266
115020,267
115070,269
115121,268
115172,270
115222,268
115273,267
115323,268
115375,268
115425,267
115476,267
115526,266
115577,267
115628,270
115679,268
115729,267
115780,266
115830,267
115880,270
115932,265
115982,266
116033,268
116083,267
116134,268
116185,268
116236,267
116286,268
116337,267
116387,266
116439,264
116489,267
116539,269
116590,269
116640,269
116691,268
116742,269
116793,268
116843,266
116894,267
116944,266
116996,266
117046,267
117097,266
117147,266
117198,266
117249,267
117299,269
117350,267
117400,267
117451,265
117501,268
117553,267
117603,268
117654,268
117704,267
117755,266
117806,265
117857,267
117907,268
117958,265
118008,269
118059,267
118110,265
118160,268
118211,266
118261,269
118312,268
118363,268
118414,266
118464,263
118515,269
118565,268
118617,270
118667,268
118717,268
118768,269
118818,266
118870,269
118920,268
118971,268
119021,268
119072,268
119122,268
119174,266
119224,268
119275,265
119325,265
119376,268
119427,269
119477,265
119528,268
119578,266
119629,267
119680,268
119731,268
119781,266
119832,266
119882,269
119933,270
119984,268
120035,269
120085,269
120136,269
120186,268
120237,267
120288,268
120338,266
120389,267
120439,267
120491,267
120541,267
120592,267
120642,267
120693,267
120743,268
120795,267
120845,267
120895,269
120946,269
120996,266
121048,269
121098,269
121149,268
121199,267
121250,266
121300,267
121352,267
121402,270
121453,269
121503,268
121554,267
121605,267
121655,268
121706,267
121756,267
121807,268
121858,268
121909,266
121959,269
122010,267
122060,268
122112,268
122162,267
122213,268
122263,267
122314,267
122364,269
122415,267
122466,266
122516,263
122567,268
122617,267
122669,265
122719,265
122770,268
122820,267
122871,267
122921,265
122973,268
123023,266
123073,269
123124,268
123174,267
123226,265
123276,265
123327,265
123377,266
123428,266
123479,267
123530,263
123580,267
123631,267
123681,269
123732,268
123783,266
123833,266
123884,265
123934,268
123985,268
124036,268
124087,268
124137,269
124188,267
124238,267
124290,268
124340,267
124391,267
124441,268
124492,268
124542,268
124593,268
124644,268
124694,267
124745,265
124795,268
124847,268
124897,266
124948,267
124998,270
125049,266
125100,267
125151,268
125201,268
125251,265
125302,266
125352,266
125404,267
125454,268
125505,268
125555,268
125606,268
125657,268
125708,268
125758,266
125809,267
125859,269
125911,267
125961,267
126011,270
126062,267
126112,267
126163,268
126214,268
126265,268
126315,268
126366,268
126416,266
126468,268
126518,265
126569,266
126619,269
126670,269
126721,268
126771,268
126822,267
126872,268
126923,268
126973,269
127025,268
127075,268
127126,266
127176,266
127227,267
127278,267
127329,268
127379,268
127429,268
127480,268
127531,268
127582,268
127632,265
127683,266
127733,268
127784,267
127835,269
127886,268
127936,269
127987,266
128037,268
128089,268
128139,266
128189,269
128240,267
128290,267
128342,268
128392,266
128443,267
128493,269
128544,268
128594,267
128646,268
128696,269
128747,270
128797,268
128848,269
128899,267
128949,267
129000,267
129050,268
129101,267
129152,268
129203,268
129253,270
129304,268
129354,267
129405,269
129456,269
129507,268
129557,270
129607,266
129658,268
129709,269
129760,267
129810,266
129861,268
129911,268
129963,267
130013,266
130064,267
130114,268
130165,267
130215,268
130267,267
130317,268
130367,268
130418,268
130468,265
130520,267
130570,267
130621,266
130671,267
130722,268
130772,268
130824,267
130874,269
130925,267
130975,268
131026,266
131077,268
131127,268
131178,269
131228,266
131279,267
131330,267
131381,266
131431,266
131482,269
131532,267
131584,269
131634,269
131685,265
131735,267
131785,267
131836,269
131887,267
131938,268
131988,268
132039,267
132089,268
132141,267
132191,267
132242,268
132292,269
132343,268
132393,267
132445,265
132495,267
132545,267
132596,269
132646,267
132698,268
132748,268
132799,268
132849,268
132900,267
132951,269
133002,268
133052,268
133103,267
133153,268
133204,267
133255,266
133305,269
133356,267
133406,266
133457,267
133508,267
133559,266
133609,269
133660,270
133710,269
133762,269
133812,269
133863,268
133913,264
133963,267
134014,267
134065,267
134116,268
134166,269
134217,265
134267,268
134319,269
134369,268
134420,266
134470,268
134521,269
134572,267
134623,268
134673,266
134723,268
134774,269
134824,268
134876,268
134926,267
134977,270
135027,269
135078,269
135129,268
135180,268
135230,269
135281,267
135331,269
135383,268
135433,268
135483,268
135534,268
135584,266
135635,267
135686,268
135737,268
135787,270
135838,267
135888,268
135940,268
135990,269
136041,269
136091,267
136141,269
136193,267
136243,268
136294,268
136344,268
136395,270
136445,267
136497,270
136547,267
136598,268
136648,268
136699,269
136750,269
136801,267
136851,267
136901,269
136952,267
137003,268
137054,268
137104,268
137155,270
137205,269
137256,266
137307,268
137358,268
137408,268
137459,268
137509,268
137560,268
137611,268
137661,268
137712,270
137762,270
137814,267
137864,269
137915,269
137965,269
138016,269
138066,267
138118,268
138168,269
138219,269
138269,268
138319,268
138371,269
138421,267
138472,268
138522,268
138573,269
138624,268
138675,269
138725,268
138776,270
138826,266
138877,268
138928,268
138979,266
139029,268
139079,269
139130,269
139181,269
139232,268
139282,268
139333,268
139383,267
139435,268
139485,267
139536,268
139586,268
139637,266
139687,268
139738,269
139789,267
139839,267
139890,267
139940,268
139992,266
140042,268
140093,270
140143,269
140194,267
140244,268
140296,268
140346,266
140397,268
140447,267
140497,267
140549,270
140599,268
140650,270
140700,269
140751,267
140802,269
140853,268
140903,269
140954,269
141004,266
141056,269
141106,268
141157,267
141207,268
141257,268
141308,268
141359,266
141410,267
141460,267
141511,268
141561,266
141613,267
141663,268
141714,267
141764,269
